"Species","Method","Facility","Matrix","Extrapolation","Standards","QC_Deviation_(permil)","QC_95%_CI","m","b","m_95%_CI","b_95%_CI","Comments"
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61",0.111,0.078,0.995,0.947,0.01,0.305,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS63",-0.062,0.1,0.985,0.668,0.003,0.065,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63",0.03,0.078,0.985,0.668,0.003,0.065,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS63",0.092,0.093,0.985,0.668,0.003,0.065,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63",0.3,0.078,0.985,0.668,0.003,0.065,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS88",-0.033,0.174,0.983,0.626,0.01,0.226,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS40_USGS88",0.098,0.1,0.983,0.626,0.01,0.226,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS88",0.205,0.122,0.983,0.626,0.01,0.226,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS89",-0.099,0.458,0.995,0.933,0.033,0.749,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS89",0.14,0.341,0.995,0.933,0.033,0.749,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS90",-0.085,0.152,1.008,1.285,0.009,0.193,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS40_USGS90",-0.187,0.103,1.008,1.285,0.009,0.193,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS91",0.436,0.642,0.937,-0.592,0.049,1.327,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63",0.064,0.044,0.987,0.671,0.001,0.036,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63",0.25,0.045,0.987,0.671,0.001,0.036,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS88",-0.043,0.122,0.988,0.715,0.004,0.112,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS61_USGS88",0.065,0.07,0.988,0.715,0.004,0.112,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS61_USGS88",0.306,0.085,0.988,0.715,0.004,0.112,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS88",0.157,0.069,0.988,0.715,0.004,0.112,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS89",-0.19,0.368,0.995,0.938,0.016,0.434,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS61_USGS89",-0.006,0.23,0.995,0.938,0.016,0.434,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS61_USGS89",0.168,0.307,0.995,0.938,0.016,0.434,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS89",0.113,0.231,0.995,0.938,0.016,0.434,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS90",-0.523,0.123,1.003,1.214,0.004,0.112,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS61_USGS90",-0.095,0.08,1.003,1.214,0.004,0.112,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS91",-0.37,0.141,1.011,1.518,0.008,0.259,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS61_USGS91",-0.133,0.056,1.011,1.518,0.008,0.259,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS63_USGS88",0.016,0.126,0.986,0.669,0.005,0.062,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS63_USGS88",0.122,0.129,0.986,0.669,0.005,0.062,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS63_USGS88",0.314,0.076,0.986,0.669,0.005,0.062,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS63_USGS89",-0.184,0.4,0.98,0.662,0.016,0.2,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS63_USGS89",-0.091,0.256,0.98,0.662,0.016,0.2,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS63_USGS89",-0.043,0.378,0.98,0.662,0.016,0.2,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS63_USGS89",0.239,0.242,0.98,0.662,0.016,0.2,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS90",-0.589,0.167,0.961,0.641,0.007,0.072,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS91",-0.165,0.065,0.981,0.664,0.002,0.044,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS63_USGS91",0.033,0.054,0.981,0.664,0.002,0.044,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS88_USGS89",-0.35,2.004,0.936,-0.12,0.131,2.243,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS88_USGS89",-0.031,1.121,0.936,-0.12,0.131,2.243,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS90",0.846,0.489,1.12,2.821,0.048,0.715,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS91",0.031,0.118,0.976,0.511,0.007,0.16,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS88_USGS91",-0.001,0.081,0.976,0.511,0.007,0.16,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS89_USGS90",0.177,0.834,1.033,1.631,0.063,1.009,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS89_USGS90",-0.194,0.231,1.033,1.631,0.063,1.009,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","USGS89_USGS91",-0.053,0.387,0.984,0.738,0.026,0.621,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","USGS89_USGS91",-0.09,0.249,0.984,0.738,0.026,0.621,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS90_USGS91",-0.229,0.124,0.999,1.158,0.007,0.147,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","USGS90_USGS91",-0.184,0.088,0.999,1.158,0.007,0.147,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS61",-0.121,0.166,0.994,0.921,0.008,0.25,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS61",0.179,0.15,0.994,0.921,0.008,0.25,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61",0.117,0.065,0.994,0.921,0.008,0.25,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS63",-0.072,0.081,0.985,0.67,0.003,0.06,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS63",0.04,0.067,0.985,0.67,0.003,0.06,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS63",0.108,0.072,0.985,0.67,0.003,0.06,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS63",0.307,0.068,0.985,0.67,0.003,0.06,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS88",-0.031,0.146,0.985,0.656,0.007,0.172,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS88",0.099,0.085,0.985,0.656,0.007,0.172,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS88",0.211,0.094,0.985,0.656,0.007,0.172,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS89",-0.129,0.317,0.996,0.954,0.019,0.467,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS89",0.142,0.22,0.996,0.954,0.019,0.467,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS90",-0.114,0.113,1.008,1.284,0.006,0.144,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS90",-0.188,0.084,1.008,1.284,0.006,0.144,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS91",0.407,0.856,0.951,-0.223,0.056,1.549,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS61_USGS63",0.058,0.056,0.987,0.676,0.002,0.049,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS63",0.236,0.057,0.987,0.676,0.002,0.049,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61_USGS88",-0.047,0.12,0.988,0.719,0.004,0.111,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS61_USGS88",0.072,0.068,0.988,0.719,0.004,0.111,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS61_USGS88",0.299,0.083,0.988,0.719,0.004,0.111,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS88",0.145,0.064,0.988,0.719,0.004,0.111,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61_USGS89",-0.187,0.265,0.995,0.936,0.011,0.315,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS61_USGS89",0.007,0.158,0.995,0.936,0.011,0.315,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS61_USGS89",0.172,0.219,0.995,0.936,0.011,0.315,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS89",0.117,0.158,0.995,0.936,0.011,0.315,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS90",-0.515,0.133,1.003,1.207,0.004,0.121,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS90",-0.08,0.084,1.003,1.207,0.004,0.121,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS91",-0.168,0.229,1.001,1.154,0.013,0.412,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS63_USGS88",-0.054,0.084,0.986,0.67,0.003,0.052,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS63_USGS88",0.064,0.066,0.986,0.67,0.003,0.052,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS63_USGS88",0.123,0.072,0.986,0.67,0.003,0.052,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS63_USGS88",0.314,0.062,0.986,0.67,0.003,0.052,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS63_USGS89",-0.102,0.232,0.985,0.693,0.008,0.149,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS63_USGS89",-0.024,0.183,0.985,0.693,0.008,0.149,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS63_USGS89",0.079,0.199,0.985,0.693,0.008,0.149,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS63_USGS89",0.281,0.174,0.985,0.693,0.008,0.149,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS90",-0.063,0.282,0.986,0.779,0.01,0.178,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS90",-0.06,0.232,0.986,0.779,0.01,0.178,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS91",-0.133,0.104,0.983,0.666,0.003,0.078,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS91",0.072,0.089,0.983,0.666,0.003,0.078,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS88_USGS89",-0.07,0.339,0.989,0.772,0.017,0.36,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS88_USGS89",0.014,0.2,0.989,0.772,0.017,0.36,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS88_USGS89",0.184,0.215,0.989,0.772,0.017,0.36,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS88_USGS90",-0.046,0.272,1.001,1.059,0.014,0.29,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS88_USGS90",0.009,0.192,1.001,1.059,0.014,0.29,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS88_USGS91",0.086,0.158,0.98,0.582,0.008,0.202,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS88_USGS91",0.031,0.101,0.98,0.582,0.008,0.202,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS89_USGS90",-0.082,0.277,1.006,1.208,0.015,0.315,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS89_USGS90",-0.095,0.194,1.006,1.208,0.015,0.315,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS89_USGS91",-0.041,0.311,0.989,0.836,0.019,0.466,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS89_USGS91",-0.04,0.178,0.989,0.836,0.019,0.466,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS90_USGS91",-0.258,0.161,1.003,1.214,0.007,0.181,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS90_USGS91",-0.153,0.108,1.003,1.214,0.007,0.181,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS63",0.04,0.071,0.987,0.681,0.002,0.061,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS63",0.227,0.072,0.987,0.681,0.002,0.061,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS61_USGS88",-0.058,0.141,0.988,0.73,0.005,0.129,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS88",0.05,0.08,0.988,0.73,0.005,0.129,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS61_USGS88",0.289,0.096,0.988,0.73,0.005,0.129,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS88",0.137,0.076,0.988,0.73,0.005,0.129,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS61_USGS89",-0.191,0.265,0.995,0.939,0.011,0.314,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS89",-0.014,0.16,0.995,0.939,0.011,0.314,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS61_USGS89",0.167,0.218,0.995,0.939,0.011,0.314,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS89",0.112,0.16,0.995,0.939,0.011,0.314,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS90",-0.51,0.136,1.003,1.201,0.005,0.124,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS90",-0.081,0.086,1.003,1.201,0.005,0.124,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS91",-0.175,0.231,0.999,1.114,0.012,0.361,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS91",-0.062,0.093,0.999,1.114,0.012,0.361,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS63_USGS88",-0.055,0.087,0.985,0.664,0.003,0.057,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63_USGS88",0.09,0.068,0.985,0.664,0.003,0.057,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS63_USGS88",0.098,0.081,0.985,0.664,0.003,0.057,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63_USGS88",0.306,0.067,0.985,0.664,0.003,0.057,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS63_USGS89",-0.102,0.217,0.984,0.685,0.008,0.148,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63_USGS89",-0.046,0.171,0.984,0.685,0.008,0.148,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS63_USGS89",0.054,0.201,0.984,0.685,0.008,0.148,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63_USGS89",0.273,0.171,0.984,0.685,0.008,0.148,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS63_USGS90",-0.11,0.274,0.985,0.767,0.01,0.174,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS90",-0.07,0.215,0.985,0.767,0.01,0.174,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS63_USGS91",-0.117,0.088,0.983,0.663,0.003,0.069,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS91",0.099,0.078,0.983,0.663,0.003,0.069,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS88_USGS89",-0.062,0.329,0.986,0.725,0.019,0.402,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS88_USGS89",0.175,0.228,0.986,0.725,0.019,0.402,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS90",-0.033,0.28,1,1.056,0.016,0.318,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS90",-0.02,0.179,1,1.056,0.016,0.318,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS91",0.046,0.129,0.978,0.543,0.008,0.182,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS91",0.095,0.093,0.978,0.543,0.008,0.182,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS89_USGS90",-0.055,0.283,1.006,1.215,0.017,0.345,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS89_USGS90",-0.214,0.187,1.006,1.215,0.017,0.345,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS89_USGS91",-0.041,0.288,0.987,0.787,0.019,0.473,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS90_USGS91",-0.195,0.147,1.002,1.195,0.008,0.186,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS90_USGS91",-0.199,0.11,1.002,1.195,0.008,0.186,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63_USGS88",0.071,0.055,0.987,0.68,0.002,0.042,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63_USGS88",0.242,0.055,0.987,0.68,0.002,0.042,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63_USGS89",0.002,0.184,0.987,0.714,0.006,0.145,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63_USGS89",0.206,0.185,0.987,0.714,0.006,0.145,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS90",-0.015,0.236,0.989,0.808,0.008,0.174,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS91",0.066,0.114,0.986,0.689,0.004,0.097,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS88_USGS89",-0.133,0.279,0.991,0.808,0.01,0.246,NA
"C","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS88_USGS89",0.019,0.176,0.991,0.808,0.01,0.246,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS61_USGS88_USGS89",0.246,0.197,0.991,0.808,0.01,0.246,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS88_USGS89",0.133,0.179,0.991,0.808,0.01,0.246,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS90",-0.323,0.257,0.997,1.005,0.009,0.218,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS90",0.019,0.184,0.997,1.005,0.009,0.218,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS91",0.109,0.184,0.987,0.727,0.007,0.201,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS91",0.016,0.121,0.987,0.727,0.007,0.201,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS89_USGS90",-0.433,0.271,1.001,1.12,0.01,0.236,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS89_USGS90",-0.048,0.187,1.001,1.12,0.01,0.236,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS89_USGS91",-0.094,0.273,0.994,0.952,0.012,0.344,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS89_USGS91",-0.043,0.172,0.994,0.952,0.012,0.344,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS90_USGS91",-0.527,0.117,1.002,1.217,0.004,0.106,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS90_USGS91",-0.152,0.073,1.002,1.217,0.004,0.106,NA
"C","Three-Point","UNM CSI","Matched","Extrapolated","USGS63_USGS88_USGS89",-0.113,0.266,0.982,0.659,0.011,0.155,NA
"C","Three-Point","UNM CSI","Mixed","Extrapolated","USGS63_USGS88_USGS89",0.025,0.251,0.982,0.659,0.011,0.155,NA
"C","Three-Point","UNM CSI","Mixed","Interpolated","USGS63_USGS88_USGS89",0.273,0.171,0.982,0.659,0.011,0.155,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS88_USGS90",-0.211,0.347,0.977,0.687,0.015,0.189,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS88_USGS91",-0.14,0.088,0.981,0.645,0.003,0.059,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS88_USGS91",0.091,0.074,0.981,0.645,0.003,0.059,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS89_USGS90",-0.307,0.369,0.976,0.695,0.015,0.2,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS89_USGS90",-0.193,0.239,0.976,0.695,0.015,0.2,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS89_USGS91",-0.176,0.195,0.981,0.671,0.007,0.135,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS89_USGS91",0.026,0.164,0.981,0.671,0.007,0.135,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS90_USGS91",-0.243,0.232,0.982,0.755,0.008,0.146,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS90_USGS91",-0.128,0.192,0.982,0.755,0.008,0.146,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS89_USGS90",0.253,0.773,1.035,1.591,0.059,0.947,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS89_USGS91",0,0.263,0.978,0.592,0.016,0.335,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS88_USGS89_USGS91",-0.089,0.192,0.978,0.592,0.016,0.335,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS90_USGS91",-0.152,0.283,0.991,0.918,0.015,0.297,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS88_USGS90_USGS91",-0.064,0.202,0.991,0.918,0.015,0.297,NA
"C","Three-Point","UNM CSI",NA,"Extrapolated","USGS89_USGS90_USGS91",-0.183,0.289,0.996,1.055,0.015,0.323,NA
"C","Three-Point","UNM CSI",NA,"Interpolated","USGS89_USGS90_USGS91",-0.152,0.205,0.996,1.055,0.015,0.323,NA
"C","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS63",0.05,0.065,0.987,0.682,0.002,0.057,NA
"C","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS63",0.223,0.066,0.987,0.682,0.002,0.057,NA
"C","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS88",-0.059,0.13,0.988,0.73,0.004,0.119,NA
"C","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS88",0.088,0.077,0.988,0.73,0.004,0.119,NA
"C","Four-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS61_USGS88",0.287,0.088,0.988,0.73,0.004,0.119,NA
"C","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS88",0.134,0.068,0.988,0.73,0.004,0.119,NA
"C","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS89",-0.189,0.221,0.995,0.938,0.01,0.264,NA
"C","Four-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS61_USGS89",0.17,0.182,0.995,0.938,0.01,0.264,NA
"C","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS89",0.116,0.13,0.995,0.938,0.01,0.264,NA
"C","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS90",-0.508,0.13,1.004,1.2,0.004,0.119,NA
"C","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS61_USGS90",-0.083,0.082,1.004,1.2,0.004,0.119,NA
"C","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS91",-0.122,0.211,0.997,1.034,0.011,0.329,NA
"C","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS63_USGS88",-0.071,0.077,0.985,0.667,0.003,0.054,NA
"C","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS88",0.096,0.062,0.985,0.667,0.003,0.054,NA
"C","Four-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS63_USGS88",0.11,0.068,0.985,0.667,0.003,0.054,NA
"C","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS88",0.309,0.063,0.985,0.667,0.003,0.054,NA
"C","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS63_USGS89",-0.095,0.173,0.985,0.694,0.006,0.125,NA
"C","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS89",-0.032,0.142,0.985,0.694,0.006,0.125,NA
"C","Four-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS63_USGS89",0.085,0.153,0.985,0.694,0.006,0.125,NA
"C","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS89",0.283,0.145,0.985,0.694,0.006,0.125,NA
"C","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS63_USGS90",-0.025,0.21,0.987,0.785,0.007,0.15,NA
"C","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS90",-0.038,0.18,0.987,0.785,0.007,0.15,NA
"C","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS63_USGS91",-0.121,0.091,0.984,0.665,0.003,0.073,NA
"C","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS91",0.114,0.081,0.984,0.665,0.003,0.073,NA
